anio,variable,etiqueta,tipo_pandas,n_obs,n_missing,pct_missing,n_categorias_unicas,tiene_value_labels,value_label_set
1997,p33b,CREACION DE AFORES BENEFICIA O PERJUDICA,float64,2033,961,47.27,6,False,
1997,p34,¨PAGA IMPUESTOS?,float64,2033,0,0.0,4,False,
1997,p34_a,COMO CONSIDERA IMPUESTOS QUE PAGA...,float64,2033,677,33.3,7,False,
1997,p35,¨ALGUN PARTIDO OBTUVO + DE 250 DIPUTADOS?,float64,2033,0,0.0,4,False,
1997,p35_a,¨QUE PARTIDO?,float64,2033,1602,78.8,6,False,
1997,p36,ESCOGER LIDER:POL.NVO. O POL.CONOCIDO,float64,2033,0,0.0,5,False,
1997,p37,¨ACUERDO SACERDOTES HABLEN DE POLITICA?,float64,2033,0,0.0,5,False,
1997,p38,ACUERDO GOBIERNO VIGILE SACERDOTES,float64,2033,0,0.0,5,False,
1997,p39,ESTABILIDAD POLITICA DEL PAIS,float64,2033,0,0.0,13,False,
1997,p40,PDTE.UN PARTIDO MAYORIA OTRO¨PUEDE GEN.INESTAB.POL.,float64,2033,0,0.0,4,False,
1997,p41_1,FRECUENCIA:SIGUE NOTICIAS,float64,2033,0,0.0,5,False,
1997,p41_2,FRECUENCIA:HABLA POLITICA CON AMIGOS,float64,2033,0,0.0,5,False,
1997,p42,CONS.BUENAS O MALAS ECONOMIA MAYORIA DIP.OTRO PART,float64,2033,0,0.0,5,False,
1997,p42a,PRINCIPAL RAZON CONSECUENCIAS BUENAS O MALAS,float64,2033,974,47.91,48,False,
1997,p43,CAPAZ PAN GOBERNAR MEXICO,float64,2033,0,0.0,6,False,
1997,p43a,QUE TAN SEGURO ESTA DE QUE PAN,float64,2033,226,11.12,6,False,
1997,p44,CAPAZ PRI GOBERNAR MEXICO,float64,2033,0,0.0,6,False,
1997,p44a,QUE TAN SEGURO ESTA DE QUE PRI,float64,2033,137,6.74,6,False,
1997,p45,CAPAZ PRI GOBERNAR MEXICO,float64,2033,0,0.0,6,False,
1997,p45a,QUE TAN SEGURO ESTA DE QUE PRD,float64,2033,282,13.87,6,False,
1997,p46,ACUERDO QUE SE HAYA FIRMADO TLC,float64,2033,0,0.0,6,False,
1997,p47,PRI NO MAYORIA P/APROB.LEYES¨QUE CREE...,float64,2033,0,0.0,5,False,
1997,p48,ACUERDO DIP.PAN APOYEN LEYES PROP.PDTE.,float64,2033,0,0.0,6,False,
1997,p49,ACUERDO DIP.PRD APOYEN LEYES PROP.PDTE.,float64,2033,0,0.0,6,False,
1997,p50_1,INFORMO:CONVERSACIONES CON FAMILIARES,float64,2033,0,0.0,2,False,
1997,p50_2,INFORMO:GRUPOS O ASOCIACIONES,float64,2033,0,0.0,2,False,
1997,p50_3,INFORMO:MITINES,float64,2033,0,0.0,2,False,
1997,p50_4,"INFORMO:ANUNCIO RADIO, TELEVISION",float64,2033,0,0.0,2,False,
1997,p50_5,INFORMO:VISITAS PARTIDO A SU CASA,float64,2033,0,0.0,2,False,
1997,p50_6,INFORMO:NOTICIEROS,float64,2033,0,0.0,2,False,
1997,p50_7,INFORMO:PERIODICOS,float64,2033,0,0.0,2,False,
1997,p50_8,INFORMO:FOLLETOS O VOLANTES,float64,2033,0,0.0,2,False,
1997,p50_9,INFORMO:PROPAGANDA EN CALLES,float64,2033,0,0.0,2,False,
1997,p50_10,INFORMO:CARTAS DEL PARTIDO,float64,2033,0,0.0,2,False,
1997,p50_11,INFORMO:OTRO,float64,2033,2005,98.62,14,False,
1997,p51_1,DE ESTOS MEDIOS:¨MAS IMP.P/DECIDIR VOTO,float64,2033,1,0.05,32,False,
1997,p51_2,DE ESTOS MEDIOS:¨MAS IMP.P/DECIDIR VOTO,float64,2033,1457,71.67,23,False,
1997,p52_1,CAMARAS CONGRESO:DIPUTADOS Y SENADORES,float64,2033,0,0.0,2,False,
1997,p52_2,CAMARAS CONGRESO:DIPUTADOS,float64,2033,0,0.0,2,False,
1997,p52_3,CAMARAS CONGRESO:SENADORES,float64,2033,2,0.1,2,False,
1997,p52_4,CAMARAS CONGRESO:OTRO,float64,2033,1994,98.08,8,False,
1997,p53,¨CUANTOS A¥OS DURA UN DIPUTADO EN SU CARGO?,float64,2033,0,0.0,4,False,
1997,p53b,¨Y EL PDTE DE LA REPUBLICA,float64,2033,0,0.0,4,False,
1997,p54,QUE TANTO PERMITIRIA PAN CORRUPCION GOB.,float64,2033,0,0.0,5,False,
1997,p55,QUE TANTO PERMITIRIA PRI CORRUPCION GOB.,float64,2033,0,0.0,5,False,
1997,p56,QUE TANTO PERMITIRIA PRD CORRUPCION GOB.,float64,2033,0,0.0,5,False,
1997,p57,NOMBRE GOB.ACTUAL DE SU ESTADO,float64,2033,0,0.0,38,False,
1997,p58,OPINION LEVANTANMIENTO ARMADOS PAIS,float64,2033,0,0.0,13,False,
1997,p59,CANAL X EL QUE SE ENTERA PASA PAIS CM,float64,2033,0,0.0,61,False,
1997,p59_1,CANAL X EL QUE SE ENTERA PASA PAIS OTRO,float64,2033,2033,100.0,0,False,
1997,p60,NOTICIERO TELEVISION QUE VE MAS,float64,2033,206,10.13,42,False,
1997,p61,ESTACION RADIO SE ENTERA PASA PAIS,float64,2033,1,0.05,290,False,
1997,p61_1,ESTACION RADIO CD. O ESTADO,float64,2033,2033,100.0,0,False,
1997,p62,NOTICIERO RADIO QUE ESCUCHA MAS,float64,2033,1056,51.94,139,False,
1997,p63,PERIODICO SE ENTERA PASA PAIS,float64,2033,0,0.0,120,False,
1997,p63_1,PERIODICO CD. O ESTADO,float64,2033,2033,100.0,0,False,
1997,p64,MEDIO COMUNICACION CONFIA MAS,float64,2033,0,0.0,6,False,
1997,p65,QUE RECUERDA MAS ANUNCIOS PAN,float64,2033,0,0.0,42,False,
1997,p66,OPINION SOBRE PAN,float64,2033,547,26.91,5,False,
1997,p67,QUE RECUERDA MAS ANUNCIOS PRI,float64,2033,0,0.0,46,False,
1997,p68,OPINION SOBRE PRI,float64,2033,470,23.12,5,False,
1997,p69,QUE RECUERDA MAS ANUNCIOS PRD,float64,2033,0,0.0,38,False,
1997,p70,OPINION SOBRE PRD,float64,2033,478,23.51,5,False,
1997,p71,COMPA¥IA PARA MANEJAR TELEFONOS CALLE,float64,2033,0,0.0,5,False,
1997,p72,DE QUIEN CULPA CORRUPCION GOBIERNO,float64,2033,0,0.0,13,False,
1997,p73,CUAL SIG.COSAS ES MAS IMPORTANTE,float64,2033,0,0.0,6,False,
1997,p73b,SEGUNDA COSAS ES MAS IMPORTANTE,float64,2033,0,0.0,6,False,
1997,p74,"APRUEBA:GOB.LLEVARA AGUA PUEBLO,PROTESTA",float64,2033,0,0.0,5,False,
1997,p75,TIENE CREDENCIAL ELECTOR,float64,2033,0,0.0,4,False,
1997,p76,TRAE CREDENCIAL DE ELECTOR,float64,2033,191,9.39,5,False,
1997,p77,QUE MAS GUSTA CREDENCIAL ELECTOR,float64,2033,511,25.14,24,False,
1997,p78,MARCA EN ELECCIONES FEDERALES 1997,float64,2033,511,25.14,8,False,
1997,p79,IZQ.CENTRO DER.DEF.POS.POL.USANDO ESTAS PALABRAS,float64,2033,0,0.0,3,False,
1997,p79a,IZQ.CENTRO DER.POSICION,float64,2033,1455,71.57,6,False,
1997,p79b,QUE QUIERE DECIR IZQUIERDA,float64,2033,1874,92.18,23,False,
1997,p79c,QUE QUIERE DECIR DERECHA,float64,2033,1813,89.18,29,False,
1997,pd1,CANDIDATO PAN,float64,2033,1178,57.94,4,False,
1997,pd2,CANDIDATO PRD,float64,2033,1178,57.94,3,False,
1997,pd3,CANDIDATO PRI,float64,2033,1178,57.94,3,False,
1997,pd4,CANDIDATO PVEM,float64,2033,1178,57.94,4,False,
1997,pd5,VOTO PARA JEFE DE GOB.DF,float64,2033,0,0.0,4,False,
1997,pd7,SI HUBIERA PODIDO HACERLO X...,float64,2033,0,0.0,11,False,
1997,pd8,HONRADO CCP DEL PAN,float64,2033,0,0.0,13,False,
1997,pd9,HONRADO ADM DEL PRI,float64,2033,0,0.0,13,False,
1997,pd10,HONRADO CCS DEL PRD,float64,2033,0,0.0,12,False,
1997,pd11,CAPAZ PARA GOBERNAR CCP DEL PAN,float64,2033,0,0.0,13,False,
1997,pd12,CAPAZ PARA GOBERNAR ADM DEL PRI,float64,2033,0,0.0,13,False,
1997,pd13,CAPAZ PARA GOBERNAR CCS DEL PRD,float64,2033,0,0.0,13,False,
1997,pd14,SI CCS CAND.DEL PRI¨HUBIERA VOTADO X EL?,float64,2033,0,0.0,5,False,
1997,pd15,SI PML CAND.DEL PRD¨HUBIERA VOTADO X EL?,float64,2033,1178,57.94,4,False,
1997,pd16,SI CCS CAND.DEL PAN¨HUBIERA VOTADO X EL?,float64,2033,1178,57.94,4,False,
1997,sex,Sexo,float64,2033,0,0.0,2,False,
1997,edad,Edad,float64,2033,0,0.0,5,False,
1997,escol,Escolaridad entrevistado,float64,2033,0,0.0,9,False,
1997,escol_1,Que carrera o estudios hizo,float64,2033,1709,84.06,49,False,
1997,se4,Actividad la semana pasada...,float64,2033,0,0.0,7,False,
1997,se7,Que es usted en el lugar donde trabaja,float64,2033,1056,51.94,7,False,
1997,se8,Cuantos empleados tiene la empresa...?,float64,2033,1318,64.83,83,False,
1997,se9,En que NIVEL se considera que est  usted,float64,2033,1282,63.06,10,False,
1997,se10,Pertenece a alg£n sindicato,float64,2033,1181,58.09,3,False,
1997,se10a,Alguien + en casa pertenece a sindicato,float64,2033,1181,58.09,4,False,
1997,se11,Empresa cuenta con inst.fijas,float64,2033,1182,58.14,3,False,
1997,se12,Instituci¢n en donde trabaja,float64,2033,1181,58.09,7,False,
1997,se13,Actividad de la empresa donde trabaja...,float64,2033,1056,51.94,9,False,
1997,se13a,Actividad industrial se dedica empresa...,float64,2033,1931,94.98,29,False,
1997,se14,Usted es propietario de tierra que trabaja,float64,2033,1906,93.75,3,False,
1997,se14_1,Su propiedad es de que tipo...?,float64,2033,1953,96.06,3,False,
1997,se14_2,Que es usted jornalero o peon...?,float64,2033,1986,97.69,3,False,
1997,se142a,Otro (especifique)...,float64,2033,2029,99.8,3,False,
1997,ingre,Rango ingreso familiar,float64,2033,0,0.0,8,False,
1997,se16,Cuantas personas dependen de ingr familiar,float64,2033,1,0.05,26,False,
1997,se17,Tiene telefono en su casa,float64,2033,0,0.0,3,False,
1997,se19,Cual es grado maximo estudios de su papa,float64,2033,0,0.0,11,False,
1997,se20,Estado Civil,float64,2033,0,0.0,6,False,
1997,se21,Principal fuente de ingresos,float64,2033,2,0.1,16,False,
1997,se22,Casado:A que se dedica su esposo,float64,2033,1297,63.8,32,False,
1997,se23,Cuantas personas viven en su hogar,float64,2033,14,0.69,22,False,
1997,se24,Cuantas personas men.18 a¤os viven en su hogar,float64,2033,499,24.55,16,False,
1997,se25,Cual es su religion,float64,2033,0,0.0,19,False,
1997,se26,Con que frecuencia asiste al templo,float64,2033,104,5.12,7,False,
1997,se27,Que tan frecuente reza,float64,2033,104,5.12,6,False,
1997,se28,A que clase pertenece,float64,2033,1,0.05,8,False,
1997,se29,Como se considera (Raza),float64,2033,1,0.05,5,False,
1997,hora_2,,float64,2033,0,0.0,17,False,
1997,min_2,,float64,2033,0,0.0,60,False,
1997,b1,Actividad,float64,2033,0,0.0,7,False,
1997,b2,Ocupaci¢n,float64,2033,0,0.0,8,False,
1997,b3,Sector,float64,2033,0,0.0,9,False,
1997,b4,Num. Empleados,float64,2033,0,0.0,8,False,
1997,b5,Profesi¢n,float64,2033,0,0.0,8,False,
1997,b6,Cuellos (area),float64,2033,0,0.0,9,False,
1997,b7,Nivel,float64,2033,0,0.0,8,False,
1997,b8,Ocupaci¢n agricultores,float64,2033,0,0.0,4,False,
1997,b9,Tipo de propiedad,float64,2033,0,0.0,4,False,
1997,b10,CODIGO 10,float64,2033,0,0.0,1,False,
1997,b11,Especif trab en transicion,float64,2033,0,0.0,7,False,
1997,b12,Ocupacion padre,float64,2033,0,0.0,10,False,
1997,b13,Nivel padre,float64,2033,0,0.0,7,False,
1997,pelea,HOY ELEC JEFE GOD. DF ¨POR CUAL VOTO,float64,2033,1178,57.94,12,False,
1997,peleb,HOY ELEC DIPUTADOS FED. ¨POR CUAL VOTO,float64,2033,0,0.0,15,False,
1997,tini,,float64,2033,0,0.0,1987,False,
1997,tfin,,float64,2033,0,0.0,1970,False,
1997,dominio,DOMINIO,float64,2033,0,0.0,4,False,
1997,TIPO,,str,2033,0,0.0,2,False,
1997,TIPO_N,TIPO NUMÉRICA,float64,2033,0,0.0,2,False,
1997,eficaciapol,,float64,2033,0,0.0,2,False,
1997,efipolext,,float64,2033,0,0.0,2,False,
1997,PID,,float64,2033,0,0.0,3,False,
1997,NSE,,float64,2033,0,0.0,6,False,
1997,AÑO,,float64,2033,0,0.0,1,False,
1997,INCUMBENT,,float64,2033,0,0.0,1,False,
1997,IIP4,,float64,2033,0,0.0,4,False,
1997,PONDFIN,,float64,2033,0,0.0,487,False,
1997,PONDERADOR,,float64,2033,0,0.0,1043,False,
1997,vote1997a,RECODE of peleb (HOY ELEC DIPUTADOS FED. ¨POR CUAL VOTO),float64,2033,491,24.15,5,False,
1997,vote1997b,RECODE of peleb (HOY ELEC DIPUTADOS FED. ¨POR CUAL VOTO),float64,2033,647,31.82,4,False,
1997,pid1997a,RECODE of p3_1 (SIMPATIZA ¨QUE PARTIDO?),float64,2033,0,0.0,6,False,
1997,pid1997b,RECODE of p3_1 (SIMPATIZA ¨QUE PARTIDO?),float64,2033,37,1.82,5,False,
1997,copartisan,RECODE of pid1997b (RECODE of p3_1 (SIMPATIZA ¨QUE PARTIDO?)),float64,2033,37,1.82,3,False,
1997,approval1997a,RECODE of p23 (ACUERDO COMO ESTA GOBERNANDO PDTE EZP),float64,2033,0,0.0,5,False,
1997,approval1997b,RECODE of p23 (ACUERDO COMO ESTA GOBERNANDO PDTE EZP),float64,2033,60,2.95,4,False,
1997,ideology1997a,RECODE of p16_1 (SE CONSIDERA DE IZQUIERDA O DE DERECHA),float64,2033,0,0.0,12,False,
1997,ideology1997b,RECODE of p16_1 (SE CONSIDERA DE IZQUIERDA O DE DERECHA),float64,2033,507,24.94,11,False,
1997,ideology1997c,RECODE of p16_1 (SE CONSIDERA DE IZQUIERDA O DE DERECHA),float64,2033,0,0.0,4,False,
1997,satisfaction1997a,RECODE of p1 (SATISFECHO FORMA FUNCIONA DEMOCRACIA MEXICO),float64,2033,0,0.0,5,False,
1997,satisfaction1997b,RECODE of p1 (SATISFECHO FORMA FUNCIONA DEMOCRACIA MEXICO),float64,2033,133,6.54,4,False,
1997,pan1997a,RECODE of p7_1 (CALIFACION: PAN),float64,2033,0,0.0,12,False,
1997,pan1997b,RECODE of p7_1 (CALIFACION: PAN),float64,2033,262,12.89,11,False,
1997,pri1997a,RECODE of p7_2 (CALIFACION: PRI),float64,2033,0,0.0,12,False,
1997,pri1997b,RECODE of p7_2 (CALIFACION: PRI),float64,2033,154,7.58,11,False,
1997,prd1997a,RECODE of p7_3 (CALIFACION: PRD),float64,2033,0,0.0,12,False,
1997,prd1997b,RECODE of p7_3 (CALIFACION: PRD),float64,2033,257,12.64,11,False,
1997,precinct,,float64,2033,0,0.0,2,False,
1997,precinct1997,RECODE of precinct,float64,2033,0,0.0,2,False,
1997,education1997,RECODE of escol (Escolaridad entrevistado),float64,2033,0,0.0,4,False,
1997,income1997b,RECODE of ingre (Rango ingreso familiar),float64,2033,179,8.8,4,False,
1997,income1997c,RECODE of income1997b (RECODE of ingre (Rango ingreso familiar)),float64,2033,179,8.8,4,False,
1997,religion1997a,RECODE of se25 (Cual es su religion),float64,2033,0,0.0,4,False,
1997,religion1997b,RECODE of se25 (Cual es su religion),float64,2033,19,0.93,3,False,
1997,religion1997c,RECODE of se25 (Cual es su religion),float64,2033,33,1.62,4,False,
1997,age1997b,RECODE of edad (Edad),float64,2033,3,0.15,4,False,
1997,female1997,RECODE of sex (Sexo),float64,2033,0,0.0,2,False,
1997,isco08_1_ES,ISCO-08 2 díg. Opción A (todos) — etiquetas ES,float64,2033,0,0.0,4,False,
1997,isco08_2_ES,ISCO-08 2 díg. Opción B (solo válidos) — etiquetas ES,float64,2033,1907,93.8,2,False,
1997,isco08_1_ENG,ISCO-08 2-digit Option A (all) — EN labels,float64,2033,0,0.0,4,False,
1997,isco08_2_ENG,ISCO-08 2-digit Option B (valid only) — EN labels,float64,2033,1907,93.8,2,False,
2000,id,,str,1766,0,0.0,1766,False,
2000,clave,,float64,1766,0,0.0,90,False,
2000,ESTADO,,float64,1766,0,0.0,22,False,
2000,MUN,,float64,1766,0,0.0,33,False,
2000,EDO_MPIO,,float64,1766,0,0.0,39,False,
2000,seccion,,float64,1766,0,0.0,118,False,
2000,mza,,float64,1766,0,0.0,4,False,
2000,TIPOB,,float64,1766,0,0.0,4,False,
2000,folio,,float64,1766,0,0.0,15,False,
2000,fol_1,,float64,1766,0,0.0,2,False,
2000,sup,,float64,1766,0,0.0,31,False,
2000,hora,,float64,1766,0,0.0,17,False,
2000,min,,float64,1766,0,0.0,60,False,
2000,dia,,float64,1766,0,0.0,16,False,
2000,p1,PUDO VOTAR EN ELECCIONES DEL 2 DE JULIO,float64,1766,0,0.0,3,False,
2000,p2,¿CUANDO DECIDIO POR QUIEN VOTAR?,float64,1766,325,18.4,9,False,
2000,p4,SATISFECHO COMO FUNCIONA LA DEMOCRACIA,float64,1766,0,0.0,6,False,
2000,p5,ELECCIONES PASADAS FUERON LIMPIAS O NO,float64,1766,0,0.0,7,False,
2000,p6,¿SIMPATIZA CON ALGUN PARTIDO POLITICO?,float64,1766,0,0.0,4,False,
2000,p6a,SI ¿CON CUAL PARTIDO?,float64,1766,856,48.47,10,False,
2000,p6b,SIMPATIZA UN POCO MAS CON ALGUN PARTIDO,float64,1766,913,51.7,4,False,
2000,p6c,SI ¿CON CUAL PARTIDO?,float64,1766,1539,87.15,7,False,
2000,p6d,¿QUE TANTO SIMPATIZA CON ESE PARTIDO?,float64,1766,650,36.81,5,False,
2000,p7,PARTIDOS SE PREOCUPAN POR LA GENTE?,float64,1766,1,0.06,7,False,
2000,p8,PARTIDOS POLITICOS SON NECESARIOS?,float64,1766,0,0.0,7,False,
2000,p9,RECUERDA NOMBRES DE DIPUTADOS FEDERALES,float64,1766,1,0.06,4,False,
2000,p9_1,SI ¿CUALES SON SUS NOMBRES?,float64,1766,1306,73.95,204,False,
2000,p9_2,SI ¿CUALES SON SUS NOMBRES?,float64,1766,1577,89.3,126,False,
2000,p9_3,SI ¿CUALES SON SUS NOMBRES?,float64,1766,1709,96.77,44,False,
2000,p9_4,SI ¿CUALES SON SUS NOMBRES?,float64,1766,1750,99.09,16,False,
2000,p9_5,SI ¿CUALES SON SUS NOMBRES?,float64,1766,1759,99.6,7,False,
2000,p9_6,SI ¿CUALES SON SUS NOMBRES?,float64,1766,1761,99.72,5,False,
2000,p9_7,SI ¿CUALES SON SUS NOMBRES?,float64,1766,1765,99.94,1,False,
2000,p9_8,SI ¿CUALES SON SUS NOMBRES?,float64,1766,1765,99.94,1,False,
